"Centennial River Walk Marker Cherry Street",48.843559,-122.590871
"Centennial Riverwalk Park    ",48.8458,-122.589308
"Centennial Story Pole",48.754694,-122.479809
"Center for Spiritual Living",48.721599,-122.443584
"Central Lutheran Church",48.744661,-122.480896
"Century Bowling",48.749782,-122.475298
"Chain Lakes Trail",48.854737,-121.690232
"Chair 9",48.893304,-121.918729
"Chameleon Building Wall Art",48.746974,-122.479022
"Charles Larabee Memorial",48.719735,-122.503236
"Charles Larrabee Bust",48.719739,-122.503276
"CheckMate Music",48.772341,-122.49476
"Chemistry Building",48.734588,-122.486381
"Chihuahuas",48.847622,-122.592075
"Children's Park at Whatcom Falls",48.751161,-122.428261
"Children's Wall Mural",48.847057,-122.590297
"Chinese Christian Church",48.760001,-122.480249
"Chocolate Necessities",48.808046,-122.48572
"Christ Church",48.774279,-122.505054
"Christ Community Church",48.994104,-122.717045
"Christ Episcopal Church",48.990767,-122.748177
"Christ Evangelical Church",48.808377,-122.485047
"Christ Evangelical Church",48.920235,-122.341364
"Christ Fellowship Church",48.920002,-122.322492
"Christ Lutheran Church",48.856037,-122.597781
"Christ The King Community Church",48.790947,-122.488053
"Christ the King Community Church",48.846157,-122.594325
"Christ the Servant Lutheran Church",48.746703,-122.43952
"Christian Reformed Church",48.997413,-122.264924
"Christine M. Thompson Memorial Bench",48.732924,-122.500666
"Chuckanut Baptist Church",48.702264,-122.491923
"Chuckanut Bay Community",48.695482,-122.495032
"Chuckanut Bay Trailhead",48.702253,-122.497563
"Chuckanut Brewery & Kitchen",48.753432,-122.485009
"Chuckanut Drive Heritage Marker",48.626327,-122.463009
"Chuckanut Japanese Garden",48.595808,-122.421336
"Chuckanut Lost Lake",48.699312,-122.477664
"Chuckanut Manor Restaurant Sign",48.602191,-122.427153
"Chuckanut Ridge Trail ",48.689207,-122.480021
"Chuckanut Trail",48.610568,-122.426988
"Church Keystone - 1950",48.944534,-122.45539
"Church of Christ",48.870668,-122.583747
"Church of Jesus Christ of Latter Day Saints",48.851495,-122.540492
"City Bible Church",48.946678,-122.485005
"City Bible Church, North Sound",48.946518,-122.482485
"City Hall",48.755112,-122.478822
"City Of Everson",48.919692,-122.346711
"City of Subdued Excitement",48.749041,-122.47549
"City Stone Walk Mural",48.845611,-122.585551
"Civic Field Park Sign",48.745094,-122.458675
"Civic Field Track Sign",48.74771,-122.457174
"Civic Stadium",48.747298,-122.456635
"Civic Stadium",48.748262,-122.457929
"Civil War Memorial",48.750896,-122.443577
"Clarita Leigh Moore Nature Preserve",48.706114,-122.48572
"Clark Family Memorial",48.748067,-122.442681
"Clark Viewpoint",48.697846,-122.511155
"Clayton Beach Trail",48.646294,-122.485925
"Clifford \"Jack\" Clark Memorial Bench",48.732924,-122.501677
"Cmoore Loop Trail Head",48.70357,-122.485988
"Co-op Kids' Space Mural",48.747358,-122.476367
"Coast Guard Flagpole at City Hall",48.756288,-122.477257
"Coast Millennium Trail",48.699037,-122.489325
"Coast Millennium Trail",48.994713,-122.759734
"Coca Cola Mural",48.756118,-122.488591
"College Hall",48.737151,-122.487069
"Columbia Neighborhood Sign",48.765499,-122.499671
"Columbia~Eldridge Neighborhood",48.761958,-122.488803
"Columns Of Fire",48.85411,-121.686575
"Commemorating Earth Week Plaque.",48.994347,-122.760637
"Commercial Point Shipyard Info Panel",48.721644,-122.512924
"Conference Table Artwork",48.733509,-122.498324
"Confluence",48.752577,-122.483168
"Confused Mural",48.562477,-122.443833
"Congregation Beth Israel Memorial",48.753145,-122.441604
"Connelly Creek Corridor",48.717636,-122.478996
"Connelly Creek Nature Area Signpost",48.722997,-122.477746
"Connelly Creek Sign Post",48.718916,-122.477762
"Connelly Creek Trail ",48.729475,-122.4776
"Contemplation",48.79461,-122.494153
"Copper Hog",48.749381,-122.476167
"Cordata Station",48.792907,-122.491175
"Corner Stone Marker",48.751807,-122.482455
"CornerStone Community Church ",48.848423,-122.638308
"Cornerstone Marker 2",48.735525,-122.496984
"Cornwall Church",48.805079,-122.518171
"Cornwall Memorial Park",48.77474,-122.485244
"Cornwall Park  ",48.777067,-122.481725
"Cornwall Park Disc Golf Course Trailhead",48.775341,-122.48268
"Cornwall Park Disc Golf Map",48.773341,-122.481508
"Cornwall Park East Entrance",48.769718,-122.479993
"Cornwall Park East Entrance",48.773478,-122.478303
"Cornwall Park Horseshoe Club",48.771632,-122.481436
"Cornwall Park North Shelter",48.776816,-122.483623
"Cornwall Park South Shelter",48.771575,-122.480612
"Cornwall Park Tennis Courts",48.772569,-122.481214
"Cornwall Park",48.774845,-122.485926
"Cornwall Rose Garden - Pink Vorite",48.7683,-122.478836
"Cornwall Rose Garden - Seat",48.768478,-122.478918
"Cornwall Rose Garden",48.768298,-122.478552
"Cornwall Spray Park",48.776549,-122.484058
"Cornwall Tot Lot",48.761275,-122.475231
"Cosmic Totem",48.795305,-122.493959
"Cottonwood Beach South Access",48.937141,-122.752815
"Courthouse Map",48.754774,-122.479437
"Covenant Grace Reformed Church",48.950024,-122.547433
"Covenant of Management Plaque",48.897574,-122.609796
"Cowgill Trailhead",48.715559,-122.480992
"CPL Jonathan Santos Memorial Plaque",48.847065,-122.592581
"Crab in Stone",48.845521,-122.589211
"Creek Overlook And Picnic Area",48.75417,-122.483461
"Crossing The Border",49.002265,-122.484879
"Crosspoint Church",48.95657,-122.429782
"Crow ",48.717773,-122.486151
"Cruising Coffee ",48.786626,-122.519323
"Cunningham and McLane Families Bench",48.731933,-122.502005
"Cuppa Joe ",48.750257,-122.480709
"Curve/Diagonal Sculpture",48.739355,-122.484718
"Custer Information And Map Sign",48.909202,-122.621977
"Custer Northbound Rest Area",48.909303,-122.62233
"Custer Sportsmen Club sign",48.935461,-122.643418
"Custer United Methodist Church",48.917291,-122.643523
"Custer Veterans of Foreign Wars ",48.930094,-122.658667
"Cyrus Gates Overlook",48.653924,-122.465051
"Dakota Creek Christian Center Church",48.959061,-122.729208
"Dakota Creek Winery",48.971524,-122.675046
"Damien Eric Farmer Memorial Plaque",48.917131,-122.636893
"Dancing Fool",48.762483,-122.485757
"Dancing Pipes at BTC",48.765183,-122.510332
"Daniel Jefferson Harris",48.720443,-122.504017
"Dark Tower Games",48.75105,-122.475679
"David A. Wight Memorial",48.920023,-122.345576
"David Clarke Memorial Bench",48.728947,-122.505273
"DaVinci Sandwiches",48.749862,-122.424751
"DeBoer Memorial Fountain ",48.949605,-122.446703
"Dedicated To Charles. Carmel And James Onion",48.725458,-122.506608
"Dedicated to the Allen and Peggy Thon Family",48.725381,-122.507185
"Delilah",48.7546,-122.478253
"Delta Tech Statue",48.899014,-122.620732
"DELTA",48.734504,-122.489266
"Deming Library",48.824674,-122.214439
"Deming Log Show Grounds",48.848614,-122.311638
"Deming Log Show Museum Building",48.848574,-122.313638
"Deming Log Show Saw & Log Sign",48.839898,-122.296368
"Deming Post Office",48.823602,-122.21613
"Deming Presbyterian ",48.825255,-122.216949
"Deming Rock Grabber",48.859474,-122.293419
"Depot Market Square",48.747122,-122.480912
"Deutsche Landscape Mural",48.919916,-122.344825
"Dewey Griffin Headstone",48.74979,-122.440266
"Diamond Palace Stone",48.720236,-122.503232
"Diane and David Lynch Memorial Bench",48.725486,-122.506279
"Do Ho Suh Cause and Effect",48.732093,-122.486627
"Donated Ferndale Fire Dept Bench",48.841505,-122.592511
"Donovan Connelly Creek Trailhead",48.717442,-122.478193
"Donut Painting Mural",48.759229,-122.4754
"Dorothy E. Jackins Memorial Plaque ",48.776306,-122.482718
"Dorothy Haggen Building",48.773637,-122.4447
"Drayton Harbor Building",48.9964,-122.752381
"Drayton Harbor Water Life Plaque",48.991181,-122.771547
"Drift Wood Art",48.941418,-122.763719
"Drill Press Sculpture",48.753781,-122.485127
"Ducks Unlimited Samish Unit Restoration Marker",48.547587,-122.487318
"Dynasty Cellars Winery",48.789221,-122.448636
"Dzunkwa Totem",48.992061,-122.751364
"Eagle and Bever Totem",48.786995,-122.580636
"Eagle Fishing",48.772757,-122.495341
"Eagle Scout Plaque",48.831866,-122.583771
"East Cemetery Creek",48.745767,-122.437662
"East Whatcom regional resource center",48.941245,-122.149194
"Edaleen Dairy Mini Windmill ",48.989346,-122.485336
"Edaleen Flower Trailer",48.988561,-122.4853
"Edens Hall",48.739131,-122.483963
"Edens Hall",48.739269,-122.483561
"Edison Bow Fire Department",48.562445,-122.436932
"Edison Fountain",48.561801,-122.443763
"Eldridge Avenue Historic District",48.759293,-122.489399
"Eldridge Family Marker",48.748943,-122.443345
"Elenbaas Antique Farm Monument",48.920162,-122.346309
"Elephants Breath",48.720209,-122.508544
"Elizabeth J. Wife of W.A. Utter",48.749089,-122.442707
"Elizabeth Park Fountain",48.760058,-122.491048
"Elizabeth Park Rotunda",48.760265,-122.490743
"Elizabeth Park",48.759492,-122.489645
"Elizabeth R. Diehl, Hugh H. Diehl, Laura A. Sounders Bench",48.776378,-122.483204
"Elk Street Trolley Mural",48.750758,-122.473318
"Engine #3 Memorial Mural ",48.744152,-122.476419
"Environmental Sciences",48.733433,-122.485537
"Ernest Arvid Walstrom Memorial Plaque",48.73111,-122.503288
"Euclid Park",48.748776,-122.409967
"Eve",48.768097,-122.421897
"Evergreen Baptist Church",48.842127,-122.48635
"Evergreen Community Church",48.891578,-122.583965
"Evergreen Community Church",48.891622,-122.583539
"Everson City Hall",48.919951,-122.343844
"Everson Florist Mural",48.920217,-122.345593
"Everson Library",48.919485,-122.341878
"Everson Park Shelter",48.919154,-122.343374
"Everson Park",48.919333,-122.344504
"Everson Presbyterian Church",48.921116,-122.342374
"F.O.E. Aerie 31",48.746636,-122.478181
"Facts About the Nooksack River Plaque",48.845206,-122.5892
"Fairhaven Branch Library",48.721494,-122.502074
"Fairhaven Centennial Gatepost",48.722401,-122.503228
"Fairhaven Centennial Monument",48.715564,-122.501334
"Fairhaven Fish and Chips",48.719979,-122.503766
"Fairhaven Old Bellingham Statue",48.723992,-122.505011
"Fairhaven Park Labyrinth",48.714156,-122.496862
"Fairhaven Park Trailhead",48.71353,-122.494053
"Fairhaven Park",48.713698,-122.499662
"Fairhaven Pharmacy est. 1889",48.720384,-122.502355
"Fairhaven Rail Trail Historic Site",48.720225,-122.507028
"Fairhaven Renaissance Man",48.720262,-122.504718
"Fairhaven Rug Gallery",48.72055,-122.505409
"Fairhaven Spray Park",48.71385,-122.498604
"Fairhaven Square Plaque",48.720041,-122.50155
"Fairhaven Train Station",48.720235,-122.511334
"Fairway Center Gazebo",48.940844,-122.472598
"Faith Bible Community Church",48.848145,-122.591328
"Faith Lutheran Church  ",48.782738,-122.502174
"Faith Reformed Church",48.944131,-122.456873
"Fallen Heroes",48.829595,-122.592069
"Family Centre",48.910334,-122.096453
"Family Interactive Gallery Msm",48.753264,-122.479127
"Fanatik Bike Co",48.753762,-122.468839
"Feats of Strength",48.733925,-122.486458
"Feats of Strength",48.733959,-122.486184
"Ferndale 7th Day Adventist Church",48.848515,-122.613616
"Ferndale Alliance Church",48.862884,-122.616487
"Ferndale Cantina Mural",48.846573,-122.59041
"Ferndale City Hall",48.847902,-122.595176
"Ferndale Community Church Playground",48.849664,-122.638039
"Ferndale Grain Est. 1936",48.85004,-122.591133
"Ferndale Gravenstein Apples Mural",48.845642,-122.585894
"Ferndale Parks and Recreation",48.840039,-122.592736
"Ferndale Phillips 66 Sport Complex",48.842021,-122.596204
"Ferndale Post Office",48.84855,-122.595314
"Ferndale Pubic Library",48.84813,-122.597062
"Ferndale Skate Park",48.845046,-122.587096
"Ferndale YMCA",48.844686,-122.572041
"Fever Creek Wildlife Pond Sign",48.773162,-122.436887
"Fever Creek",48.766676,-122.440492
"Fiamma Burger",48.749537,-122.477832
"Fiddle Back Ranch",48.843001,-122.409384
"Finding the Right Niche Plaque",48.996382,-122.758565
"Fine Art",48.735363,-122.485098
"Fine Arts and Western Gallery",48.735557,-122.485323
"Fire Hat Sculpture",48.798645,-122.486362
"Fire Wagon and Hay Barn",48.720033,-122.508227
"Firehouse Cafe",48.720035,-122.500082
"Fireside Lodge",48.910128,-122.095518
"First Baptist Church",48.753021,-122.477847
"First Baptist Church",48.850453,-122.595408
"First Christian Church",48.789231,-122.479431
"First Christian Reformed Church",48.940771,-122.460045
"First Church of Christ Scientist",48.746995,-122.438629
"First Church of Christ, Scientist",48.747486,-122.438314
"First Congregational Church",48.761856,-122.475394
"First Korean Baptist Church ",48.691098,-122.404634
"First Presbyterian Church",48.744983,-122.478395
"First Reformed Church",48.943521,-122.455272
"Firwood Sign",48.704117,-122.322076
"Fish Bench",48.75354,-122.427229
"Fish Ladder",48.75469,-122.483379
"Fish Statue",48.991962,-122.751723
"Fisherman's Anchor Memorial",48.75423,-122.499528
"Fishing Eagle Mural",48.733612,-122.672028
"Flame Sculpture at BTC",48.765648,-122.509206
"Flank II 1978",48.737214,-122.486572
"For Jesse E. Wells",48.853826,-122.590029
"Forest and Cedar Park",48.739594,-122.48796
"Forest Garden Covered Picnic Area",48.776077,-122.482045
"Forest Garden Shelter",48.775783,-122.482336
"Forest Stage ",48.727969,-122.485588
"Fork in the Trail Bridge",48.773399,-122.422951
"Former Pacific American Fisheries Company",48.720259,-122.510712
"Fountain Community Church",48.761835,-122.485023
"Fountain Laundry",48.766421,-122.486181
"Fountain Of Youth",48.84962,-122.594484
"Fountain Toys Mural",48.762679,-122.485765
"Fountain Water Well",48.892011,-122.590301
"Four Ages of the Seas",48.753293,-122.482032
"Fouts Park",48.758895,-122.484376
"Frank A Karuza Memorial Bench",48.725604,-122.507189
"Frank Geri Fields",48.749132,-122.455561
"Franklin Park",48.742971,-122.469317
"Franklin Trail Board ",48.742963,-122.470547
"Franklin Trail",48.74401,-122.470474
"Fraser Hall",48.737201,-122.484611
"Free Chruch Unitarian",48.988445,-122.746274
"Freedom Community Chapel",48.938202,-122.730716
"Freedom Fellowship",48.995188,-122.745758
"Freemason Sculpture",48.84999,-122.535161
"Fresh Flowers Mural",48.847021,-122.591642
"Full Steam Ahead",48.974119,-122.728157
"Fussner Family Marker",48.751934,-122.442605
"Galbraith Checkpoint - Alpha",48.704108,-122.418137
"Gamma",48.733436,-122.489437
"Garapata",48.731272,-122.485515
"Garden Street Moonlight Church",48.747919,-122.47359
"General Chainsaw",48.757933,-122.464753
"Geneva Pond Loop Trail",48.733782,-122.371681
"George Franklin Dement Marker",48.993828,-122.709057
"German Mural",48.748791,-122.475583
"Get to the Choppa",48.789988,-122.518443
"Giant Blue Gear",48.757885,-122.466542
"Giant Hammer",48.94442,-122.485557
"Giant Orca ",48.756888,-122.503713
"Glacier Post Office",48.889497,-121.946038
"Gladys And Jack johnston Memorial Marker",48.846998,-122.587568
"Glass Flower Art",48.772929,-122.474491
"Glenn Echo Grange",48.919948,-122.287424
"Go Big Paintball Park",48.963555,-122.371847
"Going Home",48.993968,-122.759734
"Gold Panner in Sumas",48.998919,-122.264879
"Golden Eagle in Flight",48.852962,-122.593996
"Gone Fishing Mural",48.847354,-122.592627
"Good News Fellowship Church",48.848025,-122.549289
"Good Shepherd Community Church",48.833531,-122.549682
"Goods Nursery Mural",48.765507,-122.48861
"Grace Baptist Church",48.784269,-122.463948
"Grace Baptist Fellowship",48.952455,-122.454225
"Grace Church",48.754502,-122.475823
"Grace Lutheran Church",48.995194,-122.74116
"Graceful Dancer",48.727047,-122.507031
"Graceful Sculpture",48.747355,-122.481784
"Gracie Dog Memorial",48.705593,-122.458201
"Granary",48.842519,-122.592065
